left,right,margin
submitted_1,5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV,0.03125
leader_1,5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV,0.234375
submitted_2,5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV,0.03125
leader_2,5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV,0.2578125
submitted_3,5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV,0.0078125
leader_3,5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV,0.2109375
submitted_1,5HJvp6ZSTt9qV3sLnrwqsmQX4AibV2WcyzERxGz9qo87hcGq,-0.0859375
5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV_1,5HJvp6ZSTt9qV3sLnrwqsmQX4AibV2WcyzERxGz9qo87hcGq,-0.015625
submitted_1,5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz,0.015625
5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV_1,5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz,0.109375
submitted_1,5G9t6QcJTVWkLsT3u7F1eLXDn4xQ7MoXnuBTEBVhXq6NQ4xG,-0.046875
submitted_2,5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz,0.0546875
5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV_2,5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz,0.015625
5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz_1,5G9t6QcJTVWkLsT3u7F1eLXDn4xQ7MoXnuBTEBVhXq6NQ4xG,-0.0625
submitted_3,5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz,0.0703125
5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV_3,5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz,0.03125
submitted_2,5G9t6QcJTVWkLsT3u7F1eLXDn4xQ7MoXnuBTEBVhXq6NQ4xG,0.0546875
5GUNECfUwTFCgCbR5uppMS9PogXjCL4WJeKaAk7QWaqk9byz_2,5G9t6QcJTVWkLsT3u7F1eLXDn4xQ7MoXnuBTEBVhXq6NQ4xG,0.0703125
5F6aRio7TBik1EodJVeMy6k8KXcaEoc1LFELV8E6oTQoRyjV_1,5G9t6QcJTVWkLsT3u7F1eLXDn4xQ7MoXnuBTEBVhXq6NQ4xG,0.0546875
